,Time,Density,gasTemp,av,zeta,radfield,shockVel,CH3OH,runName,N_CH3OH,Time_log,Density_log,gasTemp_log,av_log,zeta_log,radfield_log,shockVel_log,CH3OH_log,cosmicRay,interstellarRad,iDens,shockVel_str,normalizedTime,normalizedTime_log
21,2461.0,1427.1,649.96,3.3446,10.0,1000.0,40.0,,10.0_1000.0_1000.0_40.0.dat,,3.3911116137028023,3.154454406139564,2.812886630006218,0.5243441854281159,1.0,3.0,1.6020599913279625,,10.0,1000.0,1000.0,40.0,0.0023195098963242223,-2.634603770198538
22,2578.0,1460.4,722.46,3.3762,10.0,1000.0,40.0,,10.0_1000.0_1000.0_40.0.dat,,3.4112829130173843,3.16447182427769,2.8588138067778264,0.5284281655376363,1.0,3.0,1.6020599913279625,,10.0,1000.0,1000.0,40.0,0.0024297832233741755,-2.6144324708839566
23,2695.0,1494.2,795.83,3.4084,10.0,1000.0,40.0,,10.0_1000.0_1000.0_40.0.dat,,3.4305587695227575,3.1744087320731222,2.900820306497833,0.5325505566342319,1.0,3.0,1.6020599913279625,,10.0,1000.0,1000.0,40.0,0.0025400565504241283,-2.595156614378583
24,2813.0,1528.5,869.52,3.441,10.0,1000.0,40.0,,10.0_1000.0_1000.0_40.0.dat,,3.449169732165201,3.184265443062108,2.9392795757461427,0.5366846726209301,1.0,3.0,1.6020599913279625,,10.0,1000.0,1000.0,40.0,0.002651272384542884,-2.5765456517361396
25,2930.0,1563.1,943.05,3.474,10.0,1000.0,40.0,,10.0_1000.0_1000.0_40.0.dat,,3.4668676203541096,3.193986763085695,2.974534719405869,0.5408298141110799,1.0,3.0,1.6020599913279625,,10.0,1000.0,1000.0,40.0,0.002761545711592837,-2.5588477635472313
26,3047.0,1598.1,1016.0,3.5074,10.0,1000.0,40.0,,10.0_1000.0_1000.0_40.0.dat,,3.4838724542226736,3.2036039515044923,3.0068937079479006,0.5449852976427222,1.0,3.0,1.6020599913279625,,10.0,1000.0,1000.0,40.0,0.0028718190386427898,-2.541842929678667
27,3164.0,1633.3,1087.96,3.5411,10.0,1000.0,40.0,,10.0_1000.0_1000.0_40.0.dat,,3.500236474825639,3.2130659620657176,3.0366129283597547,0.5491381913260198,1.0,3.0,1.6020599913279625,,10.0,1000.0,1000.0,40.0,0.0029820923656927426,-2.525478909075702
28,3281.0,1668.9,1158.61,3.5752,10.0,1000.0,40.0,,10.0_1000.0_1000.0_40.0.dat,,3.5160062303860475,3.2224303146604902,3.063937272588791,0.5533003416523028,1.0,3.0,1.6020599913279625,,10.0,1000.0,1000.0,40.0,0.0030923656927426954,-2.509709153515293
29,3399.0,1704.6,1227.65,3.6094,10.0,1000.0,40.0,,10.0_1000.0_1000.0_40.0.dat,,3.5313511645830595,3.2316224841065795,3.0890745681614535,0.557435013998147,1.0,3.0,1.6020599913279625,,10.0,1000.0,1000.0,40.0,0.0032035815268614517,-2.494364219318281
30,3516.0,1740.5,1294.85,3.6439,10.0,1000.0,40.0,,10.0_1000.0_1000.0_40.0.dat,,3.5460488664017342,3.240674027620307,3.112219461123521,0.5615664500671229,1.0,3.0,1.6020599913279625,,10.0,1000.0,1000.0,40.0,0.0033138548539114045,-2.479666517499606
31,3633.0,1776.6,1360.0,3.6785,10.0,1000.0,40.0,,10.0_1000.0_1000.0_40.0.dat,,3.5602653978627146,3.2495896577729426,3.1335389083702174,0.5656707603785178,1.0,3.0,1.6020599913279625,,10.0,1000.0,1000.0,40.0,0.0034241281809613573,-2.465449986038626
32,3750.0,1812.8,1422.93,3.7133,10.0,1000.0,40.0,,10.0_1000.0_1000.0_40.0.dat,,3.574031267727719,3.258349892519322,3.1531835358105744,0.5697600375863495,1.0,3.0,1.6020599913279625,,10.0,1000.0,1000.0,40.0,0.00353440150801131,-2.451684116173622
33,3867.0,1849.0,1483.52,3.7482,10.0,1000.0,40.0,,10.0_1000.0_1000.0_40.0.dat,,3.5873741720730656,3.2669369111591733,3.1712934056114643,0.5738227563296654,1.0,3.0,1.6020599913279625,,10.0,1000.0,1000.0,40.0,0.003644674835061263,-2.4383412118282752
34,3984.0,1885.4,1541.67,3.7832,10.0,1000.0,40.0,,10.0_1000.0_1000.0_40.0.dat,,3.600319329751661,3.2754035027454043,3.18799142136947,0.5778593010073698,1.0,3.0,1.6020599913279625,,10.0,1000.0,1000.0,40.0,0.0037549481621112157,-2.4253960541496795
35,4102.0,1921.8,1597.29,3.8182,10.0,1000.0,40.0,,10.0_1000.0_1000.0_40.0.dat,,3.6129956560323473,3.2837081890474655,3.203383772723263,0.581858673303713,1.0,3.0,1.6020599913279625,,10.0,1000.0,1000.0,40.0,0.003866163996229972,-2.412719727868993
36,4219.0,1958.2,1650.36,3.8533,10.0,1000.0,40.0,,10.0_1000.0_1000.0_40.0.dat,,3.625209525381881,3.29185704623146,3.217578689038171,0.5858328224759175,1.0,3.0,1.6020599913279625,,10.0,1000.0,1000.0,40.0,0.003976437323279925,-2.40050585851946
37,4336.0,1994.7,1700.83,3.8885,10.0,1000.0,40.0,,10.0_1000.0_1000.0_40.0.dat,,3.6370892735303304,3.299877587671053,3.23066090752703,0.5897821032911432,1.0,3.0,1.6020599913279625,,10.0,1000.0,1000.0,40.0,0.004086710650329877,-2.38862611037101
38,4453.0,2031.1,1748.7,3.9236,10.0,1000.0,40.0,,10.0_1000.0_1000.0_40.0.dat,,3.648652695131223,3.3077313061616067,3.2427153100391073,0.5936847258619677,1.0,3.0,1.6020599913279625,,10.0,1000.0,1000.0,40.0,0.00419698397737983,-2.377062688770118
39,4570.0,2067.5,1793.98,3.9588,10.0,1000.0,40.0,,10.0_1000.0_1000.0_40.0.dat,,3.6599162000698504,3.315445518224584,3.253817597048065,0.5975635615929686,1.0,3.0,1.6020599913279625,,10.0,1000.0,1000.0,40.0,0.0043072573044297836,-2.3657991838314905
40,4688.0,2103.9,1836.7,3.9939,10.0,1000.0,40.0,,10.0_1000.0_1000.0_40.0.dat,,3.670987603010034,3.323025093618445,3.2640382259931204,0.601397186726,1.0,3.0,1.6020599913279625,,10.0,1000.0,1000.0,40.0,0.004418473138548539,-2.3547277808913063
41,4805.0,2140.3,1876.87,4.029,10.0,1000.0,40.0,,10.0_1000.0_1000.0_40.0.dat,,3.681693392004564,3.3304746514861368,3.2734341925798582,0.6051972673883778,1.0,3.0,1.6020599913279625,,10.0,1000.0,1000.0,40.0,0.004528746465598492,-2.3440219918967764
42,4922.0,2176.6,1914.55,4.064,10.0,1000.0,40.0,,10.0_1000.0_1000.0_40.0.dat,,3.6921416093667836,3.3377786248361834,3.282066712778532,0.6089536992758628,1.0,3.0,1.6020599913279625,,10.0,1000.0,1000.0,40.0,0.004639019792648445,-2.333573774534557
