,Time,Density,gasTemp,av,zeta,radfield,CH3OH,runName,N_CH3OH,Time_log,Density_log,gasTemp_log,av_log,zeta_log,radfield_log,CH3OH_log,cosmicRay,interstellarRad,iDens,fTemp,normalizedTime,normalizedTime_log,tipo,shockVel,shockVel_log,shockVel_str
0,0.0,100000000.0,15.0,96440.0,1000.0,1000.0,7.63449e-10,1000.0_1000.0_100000000.0_300.0.dat,1.1780323449599998e+17,-inf,8.0,1.1760912590556813,4.984257201705416,3.0,3.0,-9.117219969424012,1000.0,1000.0,100000000.0,300.0,0.0,-inf,hot core,,,
1,1e-07,100000000.0,15.0,96440.0,1000.0,1000.0,7.63449e-10,1000.0_1000.0_100000000.0_300.0.dat,1.1780323449599998e+17,-7.0,8.0,1.1760912590556813,4.984257201705416,3.0,3.0,-9.117219969424012,1000.0,1000.0,100000000.0,300.0,3.5701535166012137e-13,-12.447313108823568,hot core,,,
2,1e-06,100000000.0,15.0,96440.0,1000.0,1000.0,7.63449e-10,1000.0_1000.0_100000000.0_300.0.dat,1.1780323449599998e+17,-6.0,8.0,1.1760912590556813,4.984257201705416,3.0,3.0,-9.117219969424012,1000.0,1000.0,100000000.0,300.0,3.5701535166012137e-12,-11.447313108823568,hot core,,,
3,1e-05,100000000.0,15.0,96440.0,1000.0,1000.0,7.63449e-10,1000.0_1000.0_100000000.0_300.0.dat,1.1780323449599998e+17,-5.0,8.0,1.1760912590556813,4.984257201705416,3.0,3.0,-9.117219969424012,1000.0,1000.0,100000000.0,300.0,3.570153516601214e-11,-10.447313108823568,hot core,,,
4,0.0001,100000000.0,15.0,96440.0,1000.0,1000.0,7.63449e-10,1000.0_1000.0_100000000.0_300.0.dat,1.1780323449599998e+17,-4.0,8.0,1.1760912590556813,4.984257201705416,3.0,3.0,-9.117219969424012,1000.0,1000.0,100000000.0,300.0,3.570153516601214e-10,-9.447313108823568,hot core,,,
5,0.001,100000000.0,15.0,96440.0,1000.0,1000.0,7.63451e-10,1000.0_1000.0_100000000.0_300.0.dat,1.17803543104e+17,-3.0,8.0,1.1760912590556813,4.984257201705416,3.0,3.0,-9.117218831708426,1000.0,1000.0,100000000.0,300.0,3.570153516601214e-09,-8.447313108823568,hot core,,,
6,0.01,100000000.0,15.0,96440.0,1000.0,1000.0,7.63465e-10,1000.0_1000.0_100000000.0_300.0.dat,1.1780570336000002e+17,-2.0,8.0,1.1760912590556813,4.984257201705416,3.0,3.0,-9.117210867782779,1000.0,1000.0,100000000.0,300.0,3.5701535166012136e-08,-7.447313108823568,hot core,,,
7,0.1,100000000.0,15.0,96440.0,1000.0,1000.0,7.63533e-10,1000.0_1000.0_100000000.0_300.0.dat,1.17816196032e+17,-1.0,8.0,1.1760912590556813,4.984257201705416,3.0,3.0,-9.117172187935406,1000.0,1000.0,100000000.0,300.0,3.570153516601214e-07,-6.447313108823568,hot core,,,
8,1.0,100000000.0,15.01,96440.0,1000.0,1000.0,7.6786e-10,1000.0_1000.0_100000000.0_300.0.dat,1.1848386943999998e+17,0.0,8.0,1.1763806922432705,4.984257201705416,3.0,3.0,-9.114717955450153,1000.0,1000.0,100000000.0,300.0,3.570153516601214e-06,-5.447313108823568,hot core,,,
9,10.0,100000000.0,15.05,96440.0,1000.0,1000.0,8.94039e-10,1000.0_1000.0_100000000.0_300.0.dat,1.37953793856e+17,1.0,8.0,1.1775364999298623,4.984257201705416,3.0,3.0,-9.048643535884883,1000.0,1000.0,100000000.0,300.0,3.570153516601214e-05,-4.447313108823568,hot core,,,
10,100.0,100000000.0,15.37,96440.0,1000.0,1000.0,2.26416e-09,1000.0_1000.0_100000000.0_300.0.dat,3.4936894464e+17,2.0,8.0,1.1866738674997452,4.984257201705416,3.0,3.0,-8.64509288637871,1000.0,1000.0,100000000.0,300.0,0.0003570153516601214,-3.4473131088235682,hot core,,,
11,1000.0,100000000.0,17.59,96440.0,1000.0,1000.0,7.41644e-09,1000.0_1000.0_100000000.0_300.0.dat,1.14438635776e+18,3.0,8.0,1.2452658394574612,4.984257201705416,3.0,3.0,-8.129804512425657,1000.0,1000.0,100000000.0,300.0,0.003570153516601214,-2.4473131088235682,hot core,,,
12,10000.0,100000000.0,32.89,96440.0,1000.0,1000.0,4.01981e-08,1000.0_1000.0_100000000.0_300.0.dat,6.2027276224e+18,4.0,8.0,1.5170638734826547,4.984257201705416,3.0,3.0,-7.39579447375673,1000.0,1000.0,100000000.0,300.0,0.03570153516601214,-1.4473131088235682,hot core,,,
13,10100.0,100000000.0,33.04,96440.0,1000.0,1000.0,8.03742e-08,1000.0_1000.0_100000000.0_300.0.dat,1.24020605568e+19,4.004321373782642,8.0,1.5190400386483447,4.984257201705416,3.0,3.0,-7.09488333677148,1000.0,1000.0,100000000.0,300.0,0.03605855051767226,-1.4429917350409256,hot core,,,
14,11100.0,100000000.0,34.53,96440.0,1000.0,1000.0,9.43377e-08,1000.0_1000.0_100000000.0_300.0.dat,1.4556684460800002e+19,4.045322978786658,8.0,1.5381965783494542,4.984257201705416,3.0,3.0,-7.025314716276504,1000.0,1000.0,100000000.0,300.0,0.039628704034273474,-1.4019901300369109,hot core,,,
15,12100.0,100000000.0,36.0,96440.0,1000.0,1000.0,1.04603e-07,1000.0_1000.0_100000000.0_300.0.dat,1.6140661312000002e+19,4.08278537031645,8.0,1.5563025007672873,4.984257201705416,3.0,3.0,-6.980455859782681,1000.0,1000.0,100000000.0,300.0,0.043198857550874686,-1.3645277385071182,hot core,,,
16,13100.0,100000000.0,37.45,96440.0,1000.0,1000.0,1.14192e-07,1000.0_1000.0_100000000.0_300.0.dat,1.7620282367999998e+19,4.117271295655764,8.0,1.5734518220354854,4.984257201705416,3.0,3.0,-6.942364320587147,1000.0,1000.0,100000000.0,300.0,0.0467690110674759,-1.330041813167804,hot core,,,
17,14100.0,100000000.0,38.88,96440.0,1000.0,1000.0,1.23532e-07,1000.0_1000.0_100000000.0_300.0.dat,1.9061481728e+19,4.14921911265538,8.0,1.589726256254237,4.984257201705416,3.0,3.0,-6.908220527236251,1000.0,1000.0,100000000.0,300.0,0.05033916458407712,-1.2980939961681883,hot core,,,
18,15100.0,100000000.0,40.29,96440.0,1000.0,1000.0,1.32517e-07,1000.0_1000.0_100000000.0_300.0.dat,2.0447903167999996e+19,4.17897694729317,8.0,1.6051972673883779,4.984257201705416,3.0,3.0,-6.877728404499958,1000.0,1000.0,100000000.0,300.0,0.05390931810067833,-1.2683361615303987,hot core,,,
19,16100.0,100000000.0,41.69,96440.0,1000.0,1000.0,1.40944e-07,1000.0_1000.0_100000000.0_300.0.dat,2.1748222975999996e+19,4.20682587603185,8.0,1.6200318951262973,4.984257201705416,3.0,3.0,-6.85095340735786,1000.0,1000.0,100000000.0,300.0,0.057479471617279544,-1.2404872327917185,hot core,,,
20,17100.0,100000000.0,43.07,96440.0,1000.0,1000.0,1.4894e-07,1000.0_1000.0_100000000.0_300.0.dat,2.298203776e+19,4.232996110392154,8.0,1.6341748717626001,4.984257201705416,3.0,3.0,-6.826988650492649,1000.0,1000.0,100000000.0,300.0,0.06104962513388076,-1.2143169984314144,hot core,,,
21,18100.0,100000000.0,44.45,96440.0,1000.0,1000.0,1.56553e-07,1000.0_1000.0_100000000.0_300.0.dat,2.4156754112e+19,4.2576785748691846,8.0,1.6478717653062325,4.984257201705416,3.0,3.0,-6.805338605651907,1000.0,1000.0,100000000.0,300.0,0.06461977865048198,-1.1896345339543837,hot core,,,
22,19100.0,100000000.0,45.81,96440.0,1000.0,1000.0,1.63839e-07,1000.0_1000.0_100000000.0_300.0.dat,2.5281013055999996e+19,4.281033367247727,8.0,1.6609602917760835,4.984257201705416,3.0,3.0,-6.7855827114355085,1000.0,1000.0,100000000.0,300.0,0.06818993216708319,-1.1662797415758406,hot core,,,
23,20100.0,100000000.0,47.15,96440.0,1000.0,1000.0,1.70961e-07,1000.0_1000.0_100000000.0_300.0.dat,2.6379966144e+19,4.303196057420489,8.0,1.6734816970733473,4.984257201705416,3.0,3.0,-6.767102950523375,1000.0,1000.0,100000000.0,300.0,0.0717600856836844,-1.1441170514030794,hot core,,,
24,21100.0,100000000.0,48.49,96440.0,1000.0,1000.0,1.78207e-07,1000.0_1000.0_100000000.0_300.0.dat,2.7498052928e+19,4.324282455297693,8.0,1.6856521841155243,4.984257201705416,3.0,3.0,-6.7490752408060715,1000.0,1000.0,100000000.0,300.0,0.07533023920028561,-1.1230306535258756,hot core,,,
25,22100.0,100000000.0,49.82,96440.0,1000.0,1000.0,1.86363e-07,1000.0_1000.0_100000000.0_300.0.dat,2.8756556352e+19,4.344392273685111,8.0,1.6974037232004877,4.984257201705416,3.0,3.0,-6.72964030706177,1000.0,1000.0,100000000.0,300.0,0.07890039271688683,-1.1029208351384576,hot core,,,
26,23100.0,100000000.0,51.14,96440.0,1000.0,1000.0,1.65477e-09,1000.0_1000.0_100000000.0_300.0.dat,2.5533763008e+17,4.363611979892144,8.0,1.7087607236903166,4.984257201705416,3.0,3.0,-8.781262361206885,1000.0,1000.0,100000000.0,300.0,0.08247054623348804,-1.0837011289314238,hot core,,,
27,24100.0,100000000.0,52.45,96440.0,1000.0,1000.0,1.08634e-13,1000.0_1000.0_100000000.0_300.0.dat,16762660735999.998,4.382017042574868,8.0,1.7197454925295768,4.984257201705416,3.0,3.0,-12.964034229061825,1000.0,1000.0,100000000.0,300.0,0.08604069975008925,-1.0652960662486999,hot core,,,
28,25100.0,100000000.0,53.75,96440.0,1000.0,1000.0,,1000.0_1000.0_100000000.0_300.0.dat,,4.399673721481038,8.0,1.7303784685876429,4.984257201705416,3.0,3.0,,1000.0,1000.0,100000000.0,300.0,0.08961085326669047,-1.04763938734253,hot core,,,
29,26100.0,100000000.0,55.04,96440.0,1000.0,1000.0,,1000.0_1000.0_100000000.0_300.0.dat,,4.416640507338281,8.0,1.740678425227455,4.984257201705416,3.0,3.0,,1000.0,1000.0,100000000.0,300.0,0.09318100678329168,-1.0306726014852874,hot core,,,
30,27100.0,100000000.0,56.32,96440.0,1000.0,1000.0,,1000.0_1000.0_100000000.0_300.0.dat,,4.432969290874405,8.0,1.7506626461340558,4.984257201705416,3.0,3.0,,1000.0,1000.0,100000000.0,300.0,0.09675116029989289,-1.0143438179491624,hot core,,,
31,28100.0,100000000.0,57.6,96440.0,1000.0,1000.0,,1000.0_1000.0_100000000.0_300.0.dat,,4.44870631990508,8.0,1.760422483423212,4.984257201705416,3.0,3.0,,1000.0,1000.0,100000000.0,300.0,0.1003213138164941,-0.9986067889184883,hot core,,,
32,29100.0,100000000.0,58.87,96440.0,1000.0,1000.0,,1000.0_1000.0_100000000.0_300.0.dat,,4.463892988985907,8.0,1.769894035812169,4.984257201705416,3.0,3.0,,1000.0,1000.0,100000000.0,300.0,0.10389146733309532,-0.983420119837661,hot core,,,
33,30100.0,100000000.0,60.13,96440.0,1000.0,1000.0,,1000.0_1000.0_100000000.0_300.0.dat,,4.478566495593843,8.0,1.7790912038454991,4.984257201705416,3.0,3.0,,1000.0,1000.0,100000000.0,300.0,0.10746162084969654,-0.9687466132297248,hot core,,,
34,31100.0,100000000.0,61.38,96440.0,1000.0,1000.0,,1000.0_1000.0_100000000.0_300.0.dat,,4.492760389026838,8.0,1.7880268840958038,4.984257201705416,3.0,3.0,,1000.0,1000.0,100000000.0,300.0,0.11103177436629776,-0.9545527197967307,hot core,,,
35,32100.0,100000000.0,62.63,96440.0,1000.0,1000.0,,1000.0_1000.0_100000000.0_300.0.dat,,4.506505032404872,8.0,1.7967824117013078,4.984257201705416,3.0,3.0,,1000.0,1000.0,100000000.0,300.0,0.11460192788289897,-0.9408080764186961,hot core,,,
36,33100.0,100000000.0,63.88,96440.0,1000.0,1000.0,,1000.0_1000.0_100000000.0_300.0.dat,,4.519827993775719,8.0,1.8053649074664453,4.984257201705416,3.0,3.0,,1000.0,1000.0,100000000.0,300.0,0.11817208139950018,-0.9274851150478495,hot core,,,
37,34100.0,100000000.0,65.11,96440.0,1000.0,1000.0,,1000.0_1000.0_100000000.0_300.0.dat,,4.532754378992498,8.0,1.8136476953468967,4.984257201705416,3.0,3.0,,1000.0,1000.0,100000000.0,300.0,0.1217422349161014,-0.9145587298310704,hot core,,,
38,35100.0,100000000.0,66.34,96440.0,1000.0,1000.0,,1000.0_1000.0_100000000.0_300.0.dat,,4.545307116465824,8.0,1.8217754671834636,4.984257201705416,3.0,3.0,,1000.0,1000.0,100000000.0,300.0,0.1253123884327026,-0.9020059923577441,hot core,,,
39,36100.0,100000000.0,67.57,96440.0,1000.0,1000.0,,1000.0_1000.0_100000000.0_300.0.dat,,4.557507201905658,8.0,1.829753918924975,4.984257201705416,3.0,3.0,,1000.0,1000.0,100000000.0,300.0,0.12888254194930382,-0.8898059069179103,hot core,,,
40,37100.0,100000000.0,68.79,96440.0,1000.0,1000.0,,1000.0_1000.0_100000000.0_300.0.dat,,4.569373909615046,8.0,1.8375253094496014,4.984257201705416,3.0,3.0,,1000.0,1000.0,100000000.0,300.0,0.13245269546590505,-0.8779391992085223,hot core,,,
41,38100.0,100000000.0,70.0,96440.0,1000.0,1000.0,,1000.0_1000.0_100000000.0_300.0.dat,,4.580924975675619,8.0,1.845098040014257,4.984257201705416,3.0,3.0,,1000.0,1000.0,100000000.0,300.0,0.13602284898250624,-0.8663881331479489,hot core,,,
42,39100.0,100000000.0,71.21,96440.0,1000.0,1000.0,,1000.0_1000.0_100000000.0_300.0.dat,,4.592176757395867,8.0,1.8525409857697988,4.984257201705416,3.0,3.0,,1000.0,1000.0,100000000.0,300.0,0.13959300249910747,-0.8551363514277013,hot core,,,
43,40100.0,100000000.0,72.42,96440.0,1000.0,1000.0,,1000.0_1000.0_100000000.0_300.0.dat,,4.603144372620182,8.0,1.8598585204809928,4.984257201705416,3.0,3.0,,1000.0,1000.0,100000000.0,300.0,0.14316315601570867,-0.8441687362033858,hot core,,,
44,41100.0,100000000.0,73.62,96440.0,1000.0,1000.0,,1000.0_1000.0_100000000.0_300.0.dat,,4.613841821876069,8.0,1.8669958131106479,4.984257201705416,3.0,3.0,,1000.0,1000.0,100000000.0,300.0,0.1467333095323099,-0.833471286947499,hot core,,,
45,42100.0,100000000.0,74.81,96440.0,1000.0,1000.0,,1000.0_1000.0_100000000.0_300.0.dat,,4.624282095835668,8.0,1.8739596547433532,4.984257201705416,3.0,3.0,,1000.0,1000.0,100000000.0,300.0,0.1503034630489111,-0.8230310129878999,hot core,,,
46,43100.0,100000000.0,76.0,96440.0,1000.0,1000.0,,1000.0_1000.0_100000000.0_300.0.dat,,4.6344772701607315,8.0,1.8808135922807914,4.984257201705416,3.0,3.0,,1000.0,1000.0,100000000.0,300.0,0.15387361656551232,-0.8128358386628366,hot core,,,
47,44100.0,100000000.0,77.19,96440.0,1000.0,1000.0,,1000.0_1000.0_100000000.0_300.0.dat,,4.644438589467838,8.0,1.887561040930009,4.984257201705416,3.0,3.0,,1000.0,1000.0,100000000.0,300.0,0.15744377008211352,-0.8028745193557297,hot core,,,
48,45100.0,100000000.0,78.37,96440.0,1000.0,1000.0,,1000.0_1000.0_100000000.0_300.0.dat,,4.654176541877961,8.0,1.894149846767922,4.984257201705416,3.0,3.0,,1000.0,1000.0,100000000.0,300.0,0.16101392359871475,-0.7931365669456076,hot core,,,
49,46100.0,100000000.0,79.55,96440.0,1000.0,1000.0,,1000.0_1000.0_100000000.0_300.0.dat,,4.663700925389648,8.0,1.9006401839826004,4.984257201705416,3.0,3.0,,1000.0,1000.0,100000000.0,300.0,0.16458407711531595,-0.7836121834339201,hot core,,,
50,47100.0,100000000.0,80.72,96440.0,1000.0,1000.0,,1000.0_1000.0_100000000.0_300.0.dat,,4.673020907128896,8.0,1.906981153228854,4.984257201705416,3.0,3.0,,1000.0,1000.0,100000000.0,300.0,0.16815423063191717,-0.774292201694672,hot core,,,
51,48100.0,100000000.0,81.89,96440.0,1000.0,1000.0,,1000.0_1000.0_100000000.0_300.0.dat,,4.682145076373832,8.0,1.9132308711135606,4.984257201705416,3.0,3.0,,1000.0,1000.0,100000000.0,300.0,0.1717243841485184,-0.7651680324497364,hot core,,,
52,49100.0,100000000.0,83.06,96440.0,1000.0,1000.0,,1000.0_1000.0_100000000.0_300.0.dat,,4.691081492122969,8.0,1.9193919267738593,4.984257201705416,3.0,3.0,,1000.0,1000.0,100000000.0,300.0,0.1752945376651196,-0.7562316167005998,hot core,,,
53,50100.0,100000000.0,84.22,96440.0,1000.0,1000.0,,1000.0_1000.0_100000000.0_300.0.dat,,4.699837725867246,8.0,1.9254152370842463,4.984257201705416,3.0,3.0,,1000.0,1000.0,100000000.0,300.0,0.17886469118172083,-0.7474753829563224,hot core,,,
54,51100.0,100000000.0,85.38,96440.0,1000.0,1000.0,,1000.0_1000.0_100000000.0_300.0.dat,,4.708420900134713,8.0,1.931356150467928,4.984257201705416,3.0,3.0,,1000.0,1000.0,100000000.0,300.0,0.18243484469832202,-0.7388922086888555,hot core,,,
55,52100.0,100000000.0,86.53,96440.0,1000.0,1000.0,,1000.0_1000.0_100000000.0_300.0.dat,,4.716837723299524,8.0,1.9371667037150326,4.984257201705416,3.0,3.0,,1000.0,1000.0,100000000.0,300.0,0.18600499821492325,-0.7304753855240437,hot core,,,
56,53100.0,100000000.0,87.68,96440.0,1000.0,1000.0,,1000.0_1000.0_100000000.0_300.0.dat,,4.725094521081469,8.0,1.942900541140294,4.984257201705416,3.0,3.0,,1000.0,1000.0,100000000.0,300.0,0.18957515173152445,-0.7222185877420991,hot core,,,
57,54100.0,100000000.0,88.83,96440.0,1000.0,1000.0,,1000.0_1000.0_100000000.0_300.0.dat,,4.733197265106569,8.0,1.9485596621089616,4.984257201705416,3.0,3.0,,1000.0,1000.0,100000000.0,300.0,0.19314530524812568,-0.7141158437169988,hot core,,,
58,55100.0,100000000.0,89.97,96440.0,1000.0,1000.0,,1000.0_1000.0_100000000.0_300.0.dat,,4.741151598851785,8.0,1.9540977204791896,4.984257201705416,3.0,3.0,,1000.0,1000.0,100000000.0,300.0,0.19671545876472687,-0.7061615099717832,hot core,,,
59,56100.0,100000000.0,91.11,96440.0,1000.0,1000.0,,1000.0_1000.0_100000000.0_300.0.dat,,4.748962861256161,8.0,1.9595660466379277,4.984257201705416,3.0,3.0,,1000.0,1000.0,100000000.0,300.0,0.2002856122813281,-0.6983502475674068,hot core,,,
60,57100.0,100000000.0,92.25,96440.0,1000.0,1000.0,,1000.0_1000.0_100000000.0_300.0.dat,,4.756636108245848,8.0,1.964966374831098,4.984257201705416,3.0,3.0,,1000.0,1000.0,100000000.0,300.0,0.2038557657979293,-0.6906770005777202,hot core,,,
61,58100.0,100000000.0,93.38,96440.0,1000.0,1000.0,1.47991e-14,1000.0_1000.0_100000000.0_300.0.dat,2283560326400.0,4.764176132390331,8.0,1.9702538695947869,4.984257201705416,3.0,3.0,-13.82976469520765,1000.0,1000.0,100000000.0,300.0,0.20742591931453053,-0.6831369764332375,hot core,,,
62,59100.0,100000000.0,94.52,96440.0,1000.0,1000.0,2.74487e-14,1000.0_1000.0_100000000.0_300.0.dat,4235444204800.0,4.771587480881255,8.0,1.9755237129603314,4.984257201705416,3.0,3.0,-13.561478219381318,1000.0,1000.0,100000000.0,300.0,0.21099607283113173,-0.6757256279423128,hot core,,,
63,60100.0,100000000.0,95.64,96440.0,1000.0,1000.0,5.28928e-14,1000.0_1000.0_100000000.0_300.0.dat,8161570611200.0,4.778874472002739,8.0,1.9806395674437371,4.984257201705416,3.0,3.0,-13.276603442011792,1000.0,1000.0,100000000.0,300.0,0.21456622634773295,-0.6684386368208287,hot core,,,
64,61100.0,100000000.0,96.77,96440.0,1000.0,1000.0,1.02898e-13,1000.0_1000.0_100000000.0_300.0.dat,15877572992000.0,4.786041210242554,8.0,1.9857407410500745,4.984257201705416,3.0,3.0,-12.987593066417402,1000.0,1000.0,100000000.0,300.0,0.21813637986433418,-0.661271898581014,hot core,,,
65,62100.0,100000000.0,97.89,96440.0,1000.0,1000.0,1.98608e-13,1000.0_1000.0_100000000.0_300.0.dat,30646008832000.0,4.79309160017658,8.0,1.9907383285075373,4.984257201705416,3.0,3.0,-12.702003261954031,1000.0,1000.0,100000000.0,300.0,0.22170653338093538,-0.654221508646988,hot core,,,
66,63100.0,100000000.0,99.01,96440.0,1000.0,1000.0,3.75767e-13,1000.0_1000.0_100000000.0_300.0.dat,57982351168000.01,4.800029359244134,8.0,1.9956790605116221,4.984257201705416,3.0,3.0,-12.425081362466448,1000.0,1000.0,100000000.0,300.0,0.2252766868975366,-0.6472837495794339,hot core,,,
67,64100.0,100000000.0,100.13,96440.0,1000.0,1000.0,6.88547e-13,1000.0_1000.0_100000000.0_300.0.dat,106245556288000.0,4.806858029518818,8.0,2.0005642161653756,4.984257201705416,3.0,3.0,-12.162066409591544,1000.0,1000.0,100000000.0,300.0,0.2288468404141378,-0.6404550793047508,hot core,,,
68,65100.0,100000000.0,101.24,96440.0,1000.0,1000.0,1.17351e-12,1000.0_1000.0_100000000.0_300.0.dat,181077287039999.97,4.813580988568192,8.0,2.005352136486217,4.984257201705416,3.0,3.0,-11.93051320523342,1000.0,1000.0,100000000.0,300.0,0.23241699393073903,-0.6337321202553763,hot core,,,
69,66100.0,100000000.0,102.35,96440.0,1000.0,1000.0,2.04702e-12,1000.0_1000.0_100000000.0_300.0.dat,315863374080000.0,4.820201459485641,8.0,2.0100878469985246,4.984257201705416,3.0,3.0,-11.688877914129284,1000.0,1000.0,100000000.0,300.0,0.23598714744734023,-0.627111649337928,hot core,,,
70,67100.0,100000000.0,103.46,96440.0,1000.0,1000.0,3.05257e-12,1000.0_1000.0_100000000.0_300.0.dat,471023761280000.06,4.8267225201689925,8.0,2.0147724740730637,4.984257201705416,3.0,3.0,-11.515334368246252,1000.0,1000.0,100000000.0,300.0,0.23955730096394146,-0.6205905886545762,hot core,,,
71,68100.0,100000000.0,104.56,96440.0,1000.0,1000.0,3.66546e-12,1000.0_1000.0_100000000.0_300.0.dat,565595139840000.0,4.833147111912785,8.0,2.019365574572488,4.984257201705416,3.0,3.0,-11.435871515449687,1000.0,1000.0,100000000.0,300.0,0.24312745448054265,-0.6141659969107831,hot core,,,
72,69100.0,100000000.0,105.67,96440.0,1000.0,1000.0,3.17449e-12,1000.0_1000.0_100000000.0_300.0.dat,489836504960000.0,4.8394780473741985,8.0,2.023951707423388,4.984257201705416,3.0,3.0,-11.498326036663864,1000.0,1000.0,100000000.0,300.0,0.24669760799714388,-0.6078350614493698,hot core,,,
73,70100.0,100000000.0,106.77,96440.0,1000.0,1000.0,1.61732e-12,1000.0_1000.0_100000000.0_300.0.dat,249558945280000.0,4.845718017966659,8.0,2.028449242723508,4.984257201705416,3.0,3.0,-11.79120404287362,1000.0,1000.0,100000000.0,300.0,0.2502677615137451,-0.6015950908569095,hot core,,,
74,71100.0,100000000.0,107.86,96440.0,1000.0,1000.0,3.40514e-13,1000.0_1000.0_100000000.0_300.0.dat,52542672256000.0,4.851869600729766,8.0,2.0328604159521437,4.984257201705416,3.0,3.0,-12.46786502766381,1000.0,1000.0,100000000.0,300.0,0.2538379150303463,-0.5954435080938019,hot core,,,
75,72100.0,100000000.0,108.96,96440.0,1000.0,1000.0,1.88595e-14,1000.0_1000.0_100000000.0_300.0.dat,2910096288000.0,4.857935264719429,8.0,2.03726709456871,4.984257201705416,3.0,3.0,-13.724469825390813,1000.0,1000.0,100000000.0,300.0,0.25740806854694753,-0.5893778441041391,hot core,,,
76,73100.0,100000000.0,110.05,96440.0,1000.0,1000.0,,1000.0_1000.0_100000000.0_300.0.dat,,4.86391737695786,8.0,2.041590046889367,4.984257201705416,3.0,3.0,,1000.0,1000.0,100000000.0,300.0,0.26097822206354876,-0.5833957318657077,hot core,,,
77,74100.0,100000000.0,111.14,96440.0,1000.0,1000.0,,1000.0_1000.0_100000000.0_300.0.dat,,4.869818207979328,8.0,2.0458703924493604,4.984257201705416,3.0,3.0,,1000.0,1000.0,100000000.0,300.0,0.26454837558014993,-0.57749490084424,hot core,,,
78,75100.0,100000000.0,112.23,96440.0,1000.0,1000.0,,1000.0_1000.0_100000000.0_300.0.dat,,4.875639937004168,8.0,2.0501089629178675,4.984257201705416,3.0,3.0,,1000.0,1000.0,100000000.0,300.0,0.26811852909675116,-0.5716731718193998,hot core,,,
79,76100.0,100000000.0,113.32,96440.0,1000.0,1000.0,,1000.0_1000.0_100000000.0_300.0.dat,,4.881384656770573,8.0,2.0543065658483997,4.984257201705416,3.0,3.0,,1000.0,1000.0,100000000.0,300.0,0.2716886826133524,-0.5659284520529954,hot core,,,
80,77100.0,100000000.0,114.4,96440.0,1000.0,1000.0,,1000.0_1000.0_100000000.0_300.0.dat,,4.887054378050957,8.0,2.0584260244570056,4.984257201705416,3.0,3.0,,1000.0,1000.0,100000000.0,300.0,0.2752588361299536,-0.5602587307726112,hot core,,,
81,78100.0,100000000.0,115.48,96440.0,1000.0,1000.0,,1000.0_1000.0_100000000.0_300.0.dat,,4.8926510338773,8.0,2.062506775208683,4.984257201705416,3.0,3.0,,1000.0,1000.0,100000000.0,300.0,0.2788289896465548,-0.5546620749462678,hot core,,,
82,79100.0,100000000.0,116.56,96440.0,1000.0,1000.0,,1000.0_1000.0_100000000.0_300.0.dat,,4.898176483497677,8.0,2.066549538761934,4.984257201705416,3.0,3.0,,1000.0,1000.0,100000000.0,300.0,0.282399143163156,-0.5491366253258917,hot core,,,
83,80100.0,100000000.0,117.64,96440.0,1000.0,1000.0,,1000.0_1000.0_100000000.0_300.0.dat,,4.903632516084238,8.0,2.0705550158350317,4.984257201705416,3.0,3.0,,1000.0,1000.0,100000000.0,300.0,0.28596929667975723,-0.5436805927393304,hot core,,,
84,81100.0,100000000.0,118.71,96440.0,1000.0,1000.0,,1000.0_1000.0_100000000.0_300.0.dat,,4.909020854211156,8.0,2.07448730498569,4.984257201705416,3.0,3.0,,1000.0,1000.0,100000000.0,300.0,0.28953945019635846,-0.5382922546124121,hot core,,,
85,82100.0,100000000.0,119.78,96440.0,1000.0,1000.0,,1000.0_1000.0_100000000.0_300.0.dat,,4.914343157119441,8.0,2.07838430874819,4.984257201705416,3.0,3.0,,1000.0,1000.0,100000000.0,300.0,0.29310960371295963,-0.5329699517041275,hot core,,,
86,83100.0,100000000.0,120.85,96440.0,1000.0,1000.0,,1000.0_1000.0_100000000.0_300.0.dat,,4.919601023784111,8.0,2.082246654743669,4.984257201705416,3.0,3.0,,1000.0,1000.0,100000000.0,300.0,0.29667975722956086,-0.5277120850394572,hot core,,,
87,84100.0,100000000.0,121.92,96440.0,1000.0,1000.0,,1000.0_1000.0_100000000.0_300.0.dat,,4.924795995797912,8.0,2.0860749539955252,4.984257201705416,3.0,3.0,,1000.0,1000.0,100000000.0,300.0,0.3002499107461621,-0.5225171130256561,hot core,,,
88,85100.0,100000000.0,122.99,96440.0,1000.0,1000.0,,1000.0_1000.0_100000000.0_300.0.dat,,4.929929560084588,8.0,2.089869801509552,4.984257201705416,3.0,3.0,,1000.0,1000.0,100000000.0,300.0,0.3038200642627633,-0.5173835487389803,hot core,,,
89,86100.0,100000000.0,124.05,96440.0,1000.0,1000.0,,1000.0_1000.0_100000000.0_300.0.dat,,4.935003151453655,8.0,2.093596768608228,4.984257201705416,3.0,3.0,,1000.0,1000.0,100000000.0,300.0,0.30739021777936454,-0.5123099573699135,hot core,,,
90,87100.0,100000000.0,125.12,96440.0,1000.0,1000.0,,1000.0_1000.0_100000000.0_300.0.dat,,4.940018155007663,8.0,2.0973267357157725,4.984257201705416,3.0,3.0,,1000.0,1000.0,100000000.0,300.0,0.3109603712959657,-0.5072949538159051,hot core,,,
