,Time,Density,gasTemp,av,zeta,radfield,CH3OH,runName,N_CH3OH,Time_log,Density_log,gasTemp_log,av_log,zeta_log,radfield_log,CH3OH_log,cosmicRay,interstellarRad,iDens,fTemp,normalizedTime,normalizedTime_log
718,29100.0,1000000.0,58.87,966.37,1000.0,1000.0,,1000.0_1000.0_1000000.0_300.0.dat,,4.463892988985907,6.0,1.769894035812169,2.9851434392440592,3.0,3.0,,1000.0,1000.0,1000000.0,300.0,0.10513005780346821,-0.9782730967988129
719,30100.0,1000000.0,60.13,966.37,1000.0,1000.0,,1000.0_1000.0_1000000.0_300.0.dat,,4.478566495593843,6.0,1.7790912038454991,2.9851434392440592,3.0,3.0,,1000.0,1000.0,1000000.0,300.0,0.108742774566474,-0.9635995901908768
720,31100.0,1000000.0,61.38,966.37,1000.0,1000.0,,1000.0_1000.0_1000000.0_300.0.dat,,4.492760389026838,6.0,1.7880268840958038,2.9851434392440592,3.0,3.0,,1000.0,1000.0,1000000.0,300.0,0.11235549132947976,-0.9494056967578827
721,32100.0,1000000.0,62.63,966.37,1000.0,1000.0,,1000.0_1000.0_1000000.0_300.0.dat,,4.506505032404872,6.0,1.7967824117013078,2.9851434392440592,3.0,3.0,,1000.0,1000.0,1000000.0,300.0,0.11596820809248555,-0.9356610533798481
722,33100.0,1000000.0,63.88,966.37,1000.0,1000.0,,1000.0_1000.0_1000000.0_300.0.dat,,4.519827993775719,6.0,1.8053649074664453,2.9851434392440592,3.0,3.0,,1000.0,1000.0,1000000.0,300.0,0.11958092485549134,-0.9223380920090014
723,34100.0,1000000.0,65.11,966.37,1000.0,1000.0,,1000.0_1000.0_1000000.0_300.0.dat,,4.532754378992498,6.0,1.8136476953468967,2.9851434392440592,3.0,3.0,,1000.0,1000.0,1000000.0,300.0,0.12319364161849711,-0.9094117067922225
724,35100.0,1000000.0,66.34,966.37,1000.0,1000.0,,1000.0_1000.0_1000000.0_300.0.dat,,4.545307116465824,6.0,1.8217754671834636,2.9851434392440592,3.0,3.0,,1000.0,1000.0,1000000.0,300.0,0.1268063583815029,-0.8968589693188962
725,36100.0,1000000.0,67.57,966.37,1000.0,1000.0,,1000.0_1000.0_1000000.0_300.0.dat,,4.557507201905658,6.0,1.829753918924975,2.9851434392440592,3.0,3.0,,1000.0,1000.0,1000000.0,300.0,0.13041907514450868,-0.8846588838790622
726,37100.0,1000000.0,68.79,966.37,1000.0,1000.0,,1000.0_1000.0_1000000.0_300.0.dat,,4.569373909615046,6.0,1.8375253094496014,2.9851434392440592,3.0,3.0,,1000.0,1000.0,1000000.0,300.0,0.13403179190751446,-0.8727921761696743
727,38100.0,1000000.0,70.0,966.37,1000.0,1000.0,,1000.0_1000.0_1000000.0_300.0.dat,,4.580924975675619,6.0,1.845098040014257,2.9851434392440592,3.0,3.0,,1000.0,1000.0,1000000.0,300.0,0.13764450867052022,-0.8612411101091009
728,39100.0,1000000.0,71.21,966.37,1000.0,1000.0,,1000.0_1000.0_1000000.0_300.0.dat,,4.592176757395867,6.0,1.8525409857697988,2.9851434392440592,3.0,3.0,,1000.0,1000.0,1000000.0,300.0,0.141257225433526,-0.8499893283888533
729,40100.0,1000000.0,72.42,966.37,1000.0,1000.0,,1000.0_1000.0_1000000.0_300.0.dat,,4.603144372620182,6.0,1.8598585204809928,2.9851434392440592,3.0,3.0,,1000.0,1000.0,1000000.0,300.0,0.1448699421965318,-0.8390217131645379
730,41100.0,1000000.0,73.62,966.37,1000.0,1000.0,,1000.0_1000.0_1000000.0_300.0.dat,,4.613841821876069,6.0,1.8669958131106479,2.9851434392440592,3.0,3.0,,1000.0,1000.0,1000000.0,300.0,0.14848265895953758,-0.828324263908651
731,42100.0,1000000.0,74.81,966.37,1000.0,1000.0,,1000.0_1000.0_1000000.0_300.0.dat,,4.624282095835668,6.0,1.8739596547433532,2.9851434392440592,3.0,3.0,,1000.0,1000.0,1000000.0,300.0,0.15209537572254336,-0.8178839899490519
732,43100.0,1000000.0,76.0,966.37,1000.0,1000.0,,1000.0_1000.0_1000000.0_300.0.dat,,4.6344772701607315,6.0,1.8808135922807914,2.9851434392440592,3.0,3.0,,1000.0,1000.0,1000000.0,300.0,0.15570809248554912,-0.8076888156239886
733,44100.0,1000000.0,77.19,966.37,1000.0,1000.0,,1000.0_1000.0_1000000.0_300.0.dat,,4.644438589467838,6.0,1.887561040930009,2.9851434392440592,3.0,3.0,,1000.0,1000.0,1000000.0,300.0,0.1593208092485549,-0.7977274963168817
734,45100.0,1000000.0,78.37,966.37,1000.0,1000.0,,1000.0_1000.0_1000000.0_300.0.dat,,4.654176541877961,6.0,1.894149846767922,2.9851434392440592,3.0,3.0,,1000.0,1000.0,1000000.0,300.0,0.1629335260115607,-0.7879895439067597
735,46100.0,1000000.0,79.55,966.37,1000.0,1000.0,,1000.0_1000.0_1000000.0_300.0.dat,,4.663700925389648,6.0,1.9006401839826004,2.9851434392440592,3.0,3.0,,1000.0,1000.0,1000000.0,300.0,0.16654624277456648,-0.7784651603950721
736,47100.0,1000000.0,80.72,966.37,1000.0,1000.0,,1000.0_1000.0_1000000.0_300.0.dat,,4.673020907128896,6.0,1.906981153228854,2.9851434392440592,3.0,3.0,,1000.0,1000.0,1000000.0,300.0,0.17015895953757226,-0.769145178655824
737,48100.0,1000000.0,81.89,966.37,1000.0,1000.0,,1000.0_1000.0_1000000.0_300.0.dat,,4.682145076373832,6.0,1.9132308711135606,2.9851434392440592,3.0,3.0,,1000.0,1000.0,1000000.0,300.0,0.17377167630057805,-0.7600210094108883
738,49100.0,1000000.0,83.06,966.37,1000.0,1000.0,,1000.0_1000.0_1000000.0_300.0.dat,,4.691081492122969,6.0,1.9193919267738593,2.9851434392440592,3.0,3.0,,1000.0,1000.0,1000000.0,300.0,0.1773843930635838,-0.7510845936617517
739,50100.0,1000000.0,84.22,966.37,1000.0,1000.0,,1000.0_1000.0_1000000.0_300.0.dat,,4.699837725867246,6.0,1.9254152370842463,2.9851434392440592,3.0,3.0,,1000.0,1000.0,1000000.0,300.0,0.1809971098265896,-0.7423283599174745
740,51100.0,1000000.0,85.38,966.37,1000.0,1000.0,,1000.0_1000.0_1000000.0_300.0.dat,,4.708420900134713,6.0,1.931356150467928,2.9851434392440592,3.0,3.0,,1000.0,1000.0,1000000.0,300.0,0.18460982658959538,-0.7337451856500075
741,52100.0,1000000.0,86.53,966.37,1000.0,1000.0,,1000.0_1000.0_1000000.0_300.0.dat,,4.716837723299524,6.0,1.9371667037150326,2.9851434392440592,3.0,3.0,,1000.0,1000.0,1000000.0,300.0,0.18822254335260116,-0.7253283624851957
742,53100.0,1000000.0,87.68,966.37,1000.0,1000.0,,1000.0_1000.0_1000000.0_300.0.dat,,4.725094521081469,6.0,1.942900541140294,2.9851434392440592,3.0,3.0,,1000.0,1000.0,1000000.0,300.0,0.19183526011560695,-0.7170715647032511
743,54100.0,1000000.0,88.83,966.37,1000.0,1000.0,,1000.0_1000.0_1000000.0_300.0.dat,,4.733197265106569,6.0,1.9485596621089616,2.9851434392440592,3.0,3.0,,1000.0,1000.0,1000000.0,300.0,0.1954479768786127,-0.7089688206781508
744,55100.0,1000000.0,89.97,966.37,1000.0,1000.0,,1000.0_1000.0_1000000.0_300.0.dat,,4.741151598851785,6.0,1.9540977204791896,2.9851434392440592,3.0,3.0,,1000.0,1000.0,1000000.0,300.0,0.1990606936416185,-0.7010144869329351
745,56100.0,1000000.0,91.11,966.37,1000.0,1000.0,,1000.0_1000.0_1000000.0_300.0.dat,,4.748962861256161,6.0,1.9595660466379277,2.9851434392440592,3.0,3.0,,1000.0,1000.0,1000000.0,300.0,0.20267341040462428,-0.6932032245285588
746,57100.0,1000000.0,92.25,966.37,1000.0,1000.0,,1000.0_1000.0_1000000.0_300.0.dat,,4.756636108245848,6.0,1.964966374831098,2.9851434392440592,3.0,3.0,,1000.0,1000.0,1000000.0,300.0,0.20628612716763006,-0.6855299775388721
747,58100.0,1000000.0,93.38,966.37,1000.0,1000.0,,1000.0_1000.0_1000000.0_300.0.dat,,4.764176132390331,6.0,1.9702538695947869,2.9851434392440592,3.0,3.0,,1000.0,1000.0,1000000.0,300.0,0.20989884393063585,-0.6779899533943894
748,59100.0,1000000.0,94.52,966.37,1000.0,1000.0,1.89461e-14,1000.0_1000.0_1000000.0_300.0.dat,29294308251.199997,4.771587480881255,6.0,1.9755237129603314,2.9851434392440592,3.0,3.0,-13.722480174761559,1000.0,1000.0,1000000.0,300.0,0.2135115606936416,-0.6705786049034649
749,60100.0,1000000.0,95.64,966.37,1000.0,1000.0,3.77306e-14,1000.0_1000.0_1000000.0_300.0.dat,58338751875.200005,4.778874472002739,6.0,1.9806395674437371,2.9851434392440592,3.0,3.0,-13.423306288501172,1000.0,1000.0,1000000.0,300.0,0.2171242774566474,-0.6632916137819806
750,61100.0,1000000.0,96.77,966.37,1000.0,1000.0,7.47201e-14,1000.0_1000.0_1000000.0_300.0.dat,115531620859.2,4.786041210242554,6.0,1.9857407410500745,2.9851434392440592,3.0,3.0,-13.12656255554912,1000.0,1000.0,1000000.0,300.0,0.22073699421965318,-0.6561248755421659
751,62100.0,1000000.0,97.89,966.37,1000.0,1000.0,1.4566e-13,1000.0_1000.0_1000000.0_300.0.dat,225218326720.0,4.79309160017658,6.0,1.9907383285075373,2.9851434392440592,3.0,3.0,-12.836659694381748,1000.0,1000.0,1000000.0,300.0,0.22434971098265896,-0.64907448560814
752,63100.0,1000000.0,99.01,966.37,1000.0,1000.0,2.7722e-13,1000.0_1000.0_1000000.0_300.0.dat,428635346240.00006,4.800029359244134,6.0,1.9956790605116221,2.9851434392440592,3.0,3.0,-12.557175440812362,1000.0,1000.0,1000000.0,300.0,0.22796242774566475,-0.6421367265405858
753,64100.0,1000000.0,100.13,966.37,1000.0,1000.0,5.09878e-13,1000.0_1000.0_1000000.0_300.0.dat,788369284576.0,4.806858029518818,6.0,2.0005642161653756,2.9851434392440592,3.0,3.0,-12.292533726382645,1000.0,1000.0,1000000.0,300.0,0.23157514450867053,-0.6353080562659027
754,65100.0,1000000.0,101.24,966.37,1000.0,1000.0,7.99509e-13,1000.0_1000.0_1000000.0_300.0.dat,1236194419728.0,4.813580988568192,6.0,2.005352136486217,2.9851434392440592,3.0,3.0,-12.0971766430768,1000.0,1000.0,1000000.0,300.0,0.2351878612716763,-0.6285850972165282
755,66100.0,1000000.0,102.35,966.37,1000.0,1000.0,1.54578e-12,1000.0_1000.0_1000000.0_300.0.dat,2390072669760.0,4.820201459485641,6.0,2.0100878469985246,2.9851434392440592,3.0,3.0,-11.810852316099973,1000.0,1000.0,1000000.0,300.0,0.23880057803468208,-0.62196462629908
756,67100.0,1000000.0,103.46,966.37,1000.0,1000.0,2.55157e-12,1000.0_1000.0_1000000.0_300.0.dat,3945217121440.0,4.8267225201689925,6.0,2.0147724740730637,2.9851434392440592,3.0,3.0,-11.593192512694586,1000.0,1000.0,1000000.0,300.0,0.24241329479768786,-0.6154435656157281
757,68100.0,1000000.0,104.56,966.37,1000.0,1000.0,3.28061e-12,1000.0_1000.0_1000000.0_300.0.dat,5072452937120.0,4.833147111912785,6.0,2.019365574572488,2.9851434392440592,3.0,3.0,-11.48404539561676,1000.0,1000.0,1000000.0,300.0,0.24602601156069365,-0.609018973871935
758,69100.0,1000000.0,105.67,966.37,1000.0,1000.0,2.95893e-12,1000.0_1000.0_1000000.0_300.0.dat,4575073894560.0,4.8394780473741985,6.0,2.023951707423388,2.9851434392440592,3.0,3.0,-11.528865308909433,1000.0,1000.0,1000000.0,300.0,0.24963872832369943,-0.6026880384105218
759,70100.0,1000000.0,106.77,966.37,1000.0,1000.0,1.54165e-12,1000.0_1000.0_1000000.0_300.0.dat,2383686896800.0,4.845718017966659,6.0,2.028449242723508,2.9851434392440592,3.0,3.0,-11.81201421274547,1000.0,1000.0,1000000.0,300.0,0.2532514450867052,-0.5964480678180615
760,71100.0,1000000.0,107.86,966.37,1000.0,1000.0,3.27622e-13,1000.0_1000.0_1000000.0_300.0.dat,506566515424.0,4.851869600729766,6.0,2.0328604159521437,2.9851434392440592,3.0,3.0,-12.484626942815769,1000.0,1000.0,1000000.0,300.0,0.256864161849711,-0.5902964850549539
761,72100.0,1000000.0,108.96,966.37,1000.0,1000.0,1.71869e-14,1000.0_1000.0_1000000.0_300.0.dat,26574247284.8,4.857935264719429,6.0,2.03726709456871,2.9851434392440592,3.0,3.0,-13.764802449915845,1000.0,1000.0,1000000.0,300.0,0.2604768786127168,-0.5842308210652911
762,73100.0,1000000.0,110.05,966.37,1000.0,1000.0,,1000.0_1000.0_1000000.0_300.0.dat,,4.86391737695786,6.0,2.041590046889367,2.9851434392440592,3.0,3.0,,1000.0,1000.0,1000000.0,300.0,0.2640895953757225,-0.5782487088268597
763,74100.0,1000000.0,111.14,966.37,1000.0,1000.0,,1000.0_1000.0_1000000.0_300.0.dat,,4.869818207979328,6.0,2.0458703924493604,2.9851434392440592,3.0,3.0,,1000.0,1000.0,1000000.0,300.0,0.2677023121387283,-0.5723478778053921
764,75100.0,1000000.0,112.23,966.37,1000.0,1000.0,,1000.0_1000.0_1000000.0_300.0.dat,,4.875639937004168,6.0,2.0501089629178675,2.9851434392440592,3.0,3.0,,1000.0,1000.0,1000000.0,300.0,0.2713150289017341,-0.5665261487805517
765,76100.0,1000000.0,113.32,966.37,1000.0,1000.0,,1000.0_1000.0_1000000.0_300.0.dat,,4.881384656770573,6.0,2.0543065658483997,2.9851434392440592,3.0,3.0,,1000.0,1000.0,1000000.0,300.0,0.2749277456647399,-0.5607814290141474
766,77100.0,1000000.0,114.4,966.37,1000.0,1000.0,,1000.0_1000.0_1000000.0_300.0.dat,,4.887054378050957,6.0,2.0584260244570056,2.9851434392440592,3.0,3.0,,1000.0,1000.0,1000000.0,300.0,0.27854046242774566,-0.5551117077337633
767,78100.0,1000000.0,115.48,966.37,1000.0,1000.0,,1000.0_1000.0_1000000.0_300.0.dat,,4.8926510338773,6.0,2.062506775208683,2.9851434392440592,3.0,3.0,,1000.0,1000.0,1000000.0,300.0,0.28215317919075145,-0.5495150519074199
768,79100.0,1000000.0,116.56,966.37,1000.0,1000.0,,1000.0_1000.0_1000000.0_300.0.dat,,4.898176483497677,6.0,2.066549538761934,2.9851434392440592,3.0,3.0,,1000.0,1000.0,1000000.0,300.0,0.28576589595375723,-0.5439896022870436
769,80100.0,1000000.0,117.64,966.37,1000.0,1000.0,,1000.0_1000.0_1000000.0_300.0.dat,,4.903632516084238,6.0,2.0705550158350317,2.9851434392440592,3.0,3.0,,1000.0,1000.0,1000000.0,300.0,0.289378612716763,-0.5385335697004825
770,81100.0,1000000.0,118.71,966.37,1000.0,1000.0,,1000.0_1000.0_1000000.0_300.0.dat,,4.909020854211156,6.0,2.07448730498569,2.9851434392440592,3.0,3.0,,1000.0,1000.0,1000000.0,300.0,0.2929913294797688,-0.5331452315735641
771,82100.0,1000000.0,119.78,966.37,1000.0,1000.0,,1000.0_1000.0_1000000.0_300.0.dat,,4.914343157119441,6.0,2.07838430874819,2.9851434392440592,3.0,3.0,,1000.0,1000.0,1000000.0,300.0,0.2966040462427746,-0.5278229286652794
772,83100.0,1000000.0,120.85,966.37,1000.0,1000.0,,1000.0_1000.0_1000000.0_300.0.dat,,4.919601023784111,6.0,2.082246654743669,2.9851434392440592,3.0,3.0,,1000.0,1000.0,1000000.0,300.0,0.3002167630057804,-0.5225650620006091
773,84100.0,1000000.0,121.92,966.37,1000.0,1000.0,,1000.0_1000.0_1000000.0_300.0.dat,,4.924795995797912,6.0,2.0860749539955252,2.9851434392440592,3.0,3.0,,1000.0,1000.0,1000000.0,300.0,0.3038294797687861,-0.5173700899868081
774,85100.0,1000000.0,122.99,966.37,1000.0,1000.0,,1000.0_1000.0_1000000.0_300.0.dat,,4.929929560084588,6.0,2.089869801509552,2.9851434392440592,3.0,3.0,,1000.0,1000.0,1000000.0,300.0,0.3074421965317919,-0.5122365257001323
775,86100.0,1000000.0,124.05,966.37,1000.0,1000.0,,1000.0_1000.0_1000000.0_300.0.dat,,4.935003151453655,6.0,2.093596768608228,2.9851434392440592,3.0,3.0,,1000.0,1000.0,1000000.0,300.0,0.3110549132947977,-0.5071629343310655
776,87100.0,1000000.0,125.12,966.37,1000.0,1000.0,,1000.0_1000.0_1000000.0_300.0.dat,,4.940018155007663,6.0,2.0973267357157725,2.9851434392440592,3.0,3.0,,1000.0,1000.0,1000000.0,300.0,0.31466763005780346,-0.502147930777057
777,88100.0,1000000.0,126.18,966.37,1000.0,1000.0,,1000.0_1000.0_1000000.0_300.0.dat,,4.944975908412048,6.0,2.1009905230699646,2.9851434392440592,3.0,3.0,,1000.0,1000.0,1000000.0,300.0,0.31828034682080925,-0.4971901773726723
778,89100.0,1000000.0,127.23,966.37,1000.0,1000.0,,1000.0_1000.0_1000000.0_300.0.dat,,4.949877704036875,6.0,2.104589527179372,2.9851434392440592,3.0,3.0,,1000.0,1000.0,1000000.0,300.0,0.32189306358381503,-0.4922883817478454
779,90100.0,1000000.0,128.29,966.37,1000.0,1000.0,,1000.0_1000.0_1000000.0_300.0.dat,,4.954724790979063,6.0,2.108192805135042,2.9851434392440592,3.0,3.0,,1000.0,1000.0,1000000.0,300.0,0.3255057803468208,-0.48744129480565723
780,91100.0,1000000.0,129.35,966.37,1000.0,1000.0,,1000.0_1000.0_1000000.0_300.0.dat,,4.959518376972998,6.0,2.111766433052562,2.9851434392440592,3.0,3.0,,1000.0,1000.0,1000000.0,300.0,0.3291184971098266,-0.4826477088117219
781,92100.0,1000000.0,130.4,966.37,1000.0,1000.0,,1000.0_1000.0_1000000.0_300.0.dat,,4.964259630196849,6.0,2.1152775913959014,2.9851434392440592,3.0,3.0,,1000.0,1000.0,1000000.0,300.0,0.3327312138728324,-0.47790645558787126
782,93100.0,1000000.0,131.45,966.37,1000.0,1000.0,,1000.0_1000.0_1000000.0_300.0.dat,,4.968949680981343,6.0,2.1187605904423816,2.9851434392440592,3.0,3.0,,1000.0,1000.0,1000000.0,300.0,0.3363439306358382,-0.47321640480337757
783,94100.0,1000000.0,132.5,966.37,1000.0,1000.0,,1000.0_1000.0_1000000.0_300.0.dat,,4.973589623427257,6.0,2.1222158782728267,2.9851434392440592,3.0,3.0,,1000.0,1000.0,1000000.0,300.0,0.3399566473988439,-0.4685764623574633
784,95100.0,1000000.0,133.55,966.37,1000.0,1000.0,,1000.0_1000.0_1000000.0_300.0.dat,,4.978180516937414,6.0,2.1256438923573917,2.9851434392440592,3.0,3.0,,1000.0,1000.0,1000000.0,300.0,0.3435693641618497,-0.4639855688473063
785,96100.0,1000000.0,134.59,966.37,1000.0,1000.0,,1000.0_1000.0_1000000.0_300.0.dat,,4.982723387668545,6.0,2.129012793126035,2.9851434392440592,3.0,3.0,,1000.0,1000.0,1000000.0,300.0,0.3471820809248555,-0.4594426981161749
786,97100.0,1000000.0,135.64,966.37,1000.0,1000.0,,1000.0_1000.0_1000000.0_300.0.dat,,4.987219229908005,6.0,2.1323877811060488,2.9851434392440592,3.0,3.0,,1000.0,1000.0,1000000.0,300.0,0.35079479768786126,-0.45494685587671535
787,98100.0,1000000.0,136.68,966.37,1000.0,1000.0,,1000.0_1000.0_1000000.0_300.0.dat,,4.991669007379948,6.0,2.135704970126725,2.9851434392440592,3.0,3.0,,1000.0,1000.0,1000000.0,300.0,0.35440751445086704,-0.4504970784047717
788,99100.0,1000000.0,137.72,966.37,1000.0,1000.0,,1000.0_1000.0_1000000.0_300.0.dat,,4.996073654485276,6.0,2.1389970140326358,2.9851434392440592,3.0,3.0,,1000.0,1000.0,1000000.0,300.0,0.35802023121387283,-0.44609243129944487
789,100100.0,1000000.0,138.76,966.37,1000.0,1000.0,,1000.0_1000.0_1000000.0_300.0.dat,,5.000434077479318,6.0,2.1422642911700223,2.9851434392440592,3.0,3.0,,1000.0,1000.0,1000000.0,300.0,0.3616329479768786,-0.44173200830540155
790,110100.0,1000000.0,149.06,966.37,1000.0,1000.0,,1000.0_1000.0_1000000.0_300.0.dat,,5.0417873189717515,6.0,2.173361116894232,2.9851434392440592,3.0,3.0,,1000.0,1000.0,1000000.0,300.0,0.3977601156069364,-0.4003787668129684
791,120100.0,1000000.0,159.2,966.37,1000.0,1000.0,,1000.0_1000.0_1000000.0_300.0.dat,,5.079543007402906,6.0,2.20194306340165,2.9851434392440592,3.0,3.0,,1000.0,1000.0,1000000.0,300.0,0.4338872832369942,-0.3626230783818142
792,130100.0,1000000.0,169.22,966.37,1000.0,1000.0,,1000.0_1000.0_1000000.0_300.0.dat,,5.114277296561586,6.0,2.2284516907144,2.9851434392440592,3.0,3.0,,1000.0,1000.0,1000000.0,300.0,0.470014450867052,-0.32788878922313397
793,140100.0,1000000.0,179.11,966.37,1000.0,1000.0,,1000.0_1000.0_1000000.0_300.0.dat,,5.146438135285774,6.0,2.2531198338868874,2.9851434392440592,3.0,3.0,,1000.0,1000.0,1000000.0,300.0,0.5061416184971098,-0.29572795049894557
794,150100.0,1000000.0,188.89,966.37,1000.0,1000.0,,1000.0_1000.0_1000000.0_300.0.dat,,5.176380692243271,6.0,2.2762089666048584,2.9851434392440592,3.0,3.0,,1000.0,1000.0,1000000.0,300.0,0.5422687861271677,-0.26578539354144975
795,160100.0,1000000.0,198.57,966.37,1000.0,1000.0,,1000.0_1000.0_1000000.0_300.0.dat,,5.204391331919299,6.0,2.2979136358078662,2.9851434392440592,3.0,3.0,,1000.0,1000.0,1000000.0,300.0,0.5783959537572254,-0.23777475386542046
796,170100.0,1000000.0,208.14,966.37,1000.0,1000.0,,1000.0_1000.0_1000000.0_300.0.dat,,5.230704313612569,6.0,2.3183555502257036,2.9851434392440592,3.0,3.0,,1000.0,1000.0,1000000.0,300.0,0.6145231213872833,-0.21146177217215115
797,180100.0,1000000.0,217.63,966.37,1000.0,1000.0,,1000.0_1000.0_1000000.0_300.0.dat,,5.255513712819534,6.0,2.3377187620574484,2.9851434392440592,3.0,3.0,,1000.0,1000.0,1000000.0,300.0,0.650650289017341,-0.18665237296518689
798,190100.0,1000000.0,227.04,966.37,1000.0,1000.0,,1000.0_1000.0_1000000.0_300.0.dat,,5.278982116865443,6.0,2.3561023781133987,2.9851434392440592,3.0,3.0,,1000.0,1000.0,1000000.0,300.0,0.6867774566473989,-0.16318396891927706
799,200100.0,1000000.0,236.36,966.37,1000.0,1000.0,,1000.0_1000.0_1000000.0_300.0.dat,,5.301247088636211,6.0,2.373573981307629,2.9851434392440592,3.0,3.0,,1000.0,1000.0,1000000.0,300.0,0.7229046242774566,-0.1409189971485088
800,210100.0,1000000.0,245.61,966.37,1000.0,1000.0,,1000.0_1000.0_1000000.0_300.0.dat,,5.322426052405953,6.0,2.3902460451092216,2.9851434392440592,3.0,3.0,,1000.0,1000.0,1000000.0,300.0,0.7590317919075145,-0.11974003337876761
801,220100.0,1000000.0,254.79,966.37,1000.0,1000.0,,1000.0_1000.0_1000000.0_300.0.dat,,5.342620042553348,6.0,2.406182378804428,2.9851434392440592,3.0,3.0,,1000.0,1000.0,1000000.0,300.0,0.7951589595375722,-0.09954604323137226
802,226800.0,1000000.0,260.89,966.37,1000.0,1000.0,,1000.0_1000.0_1000000.0_300.0.dat,,5.355643050220869,6.0,2.4164574327680963,2.9851434392440592,3.0,3.0,,1000.0,1000.0,1000000.0,300.0,0.819364161849711,-0.08652303556385124
803,236800.0,1000000.0,269.96,966.37,1000.0,1000.0,,1000.0_1000.0_1000000.0_300.0.dat,,5.3743816980508825,6.0,2.4312994194693514,2.9851434392440592,3.0,3.0,,1000.0,1000.0,1000000.0,300.0,0.8554913294797688,-0.06778438773383802
804,246800.0,1000000.0,278.97,966.37,1000.0,1000.0,,1000.0_1000.0_1000000.0_300.0.dat,,5.392345155361204,6.0,2.445557502431367,2.9851434392440592,3.0,3.0,,1000.0,1000.0,1000000.0,300.0,0.8916184971098265,-0.04982093042351614
805,256800.0,1000000.0,287.92,966.37,1000.0,1000.0,1.13694e-14,1000.0_1000.0_1000000.0_300.0.dat,17579275324.800003,5.409595019396816,6.0,2.4592718336448547,2.9851434392440592,3.0,3.0,-13.944262453831593,1000.0,1000.0,1000000.0,300.0,0.9277456647398844,-0.032571066387904524
806,266800.0,1000000.0,296.82,966.37,1000.0,1000.0,1.40789e-14,1000.0_1000.0_1000000.0_300.0.dat,21768682548.8,5.426185825244511,6.0,2.472493160747825,2.9851434392440592,3.0,3.0,-13.851431275775736,1000.0,1000.0,1000000.0,300.0,0.9638728323699421,-0.015980260540208863
807,276800.0,1000000.0,300.0,966.37,1000.0,1000.0,1.88581e-14,1000.0_1000.0_1000000.0_300.0.dat,29158243355.2,5.44216608578472,6.0,2.4771212547196626,2.9851434392440592,3.0,3.0,-13.724502065632764,1000.0,1000.0,1000000.0,300.0,1.0,0.0
808,0.0,1000000.0,15.0,966.37,10.0,1000.0,2.61051e-09,10.0_1000.0_1000000.0_100.0.dat,4036349677919999.5,-inf,6.0,1.1760912590556813,2.9851434392440592,1.0,3.0,-8.583274638811625,10.0,1000.0,1000000.0,100.0,0.0,-inf
809,1e-07,1000000.0,15.0,966.37,10.0,1000.0,2.61051e-09,10.0_1000.0_1000000.0_100.0.dat,4036349677919999.5,-7.0,6.0,1.1760912590556813,2.9851434392440592,1.0,3.0,-8.583274638811625,10.0,1000.0,1000000.0,100.0,1.097694840834248e-12,-11.959518376972998
810,1e-06,1000000.0,15.0,966.37,10.0,1000.0,2.61051e-09,10.0_1000.0_1000000.0_100.0.dat,4036349677919999.5,-6.0,6.0,1.1760912590556813,2.9851434392440592,1.0,3.0,-8.583274638811625,10.0,1000.0,1000000.0,100.0,1.097694840834248e-11,-10.959518376972998
811,1e-05,1000000.0,15.0,966.37,10.0,1000.0,2.61051e-09,10.0_1000.0_1000000.0_100.0.dat,4036349677919999.5,-5.0,6.0,1.1760912590556813,2.9851434392440592,1.0,3.0,-8.583274638811625,10.0,1000.0,1000000.0,100.0,1.0976948408342482e-10,-9.959518376972998
812,0.0001,1000000.0,15.0,966.37,10.0,1000.0,2.61051e-09,10.0_1000.0_1000000.0_100.0.dat,4036349677919999.5,-4.0,6.0,1.1760912590556813,2.9851434392440592,1.0,3.0,-8.583274638811625,10.0,1000.0,1000000.0,100.0,1.097694840834248e-09,-8.959518376972998
813,0.001,1000000.0,15.0,966.37,10.0,1000.0,2.61051e-09,10.0_1000.0_1000000.0_100.0.dat,4036349677919999.5,-3.0,6.0,1.1760912590556813,2.9851434392440592,1.0,3.0,-8.583274638811625,10.0,1000.0,1000000.0,100.0,1.0976948408342482e-08,-7.959518376972998
814,0.01,1000000.0,15.0,966.37,10.0,1000.0,2.61051e-09,10.0_1000.0_1000000.0_100.0.dat,4036349677919999.5,-2.0,6.0,1.1760912590556813,2.9851434392440592,1.0,3.0,-8.583274638811625,10.0,1000.0,1000000.0,100.0,1.0976948408342481e-07,-6.959518376972999
815,0.1,1000000.0,15.0,966.37,10.0,1000.0,2.61049e-09,10.0_1000.0_1000000.0_100.0.dat,4036318754080000.0,-1.0,6.0,1.1760912590556813,2.9851434392440592,1.0,3.0,-8.583277966101278,10.0,1000.0,1000000.0,100.0,1.097694840834248e-06,-5.959518376972998
816,1.0,1000000.0,15.01,966.37,10.0,1000.0,2.61034e-09,10.0_1000.0_1000000.0_100.0.dat,4036086825280000.0,0.0,6.0,1.1763806922432705,2.9851434392440592,1.0,3.0,-8.58330292158625,10.0,1000.0,1000000.0,100.0,1.0976948408342481e-05,-4.959518376972998
817,10.0,1000000.0,15.05,966.37,10.0,1000.0,2.60855e-09,10.0_1000.0_1000000.0_100.0.dat,4033319141600000.0,1.0,6.0,1.1775364999298623,2.9851434392440592,1.0,3.0,-8.583600834419475,10.0,1000.0,1000000.0,100.0,0.0001097694840834248,-3.9595183769729982
